hand,board
"8d,2h","Ad,6s,3d,7s"
"Ac,9d","Td,4d,3c,7h"
"7c,9s","5d,Kd,8c,Ks"
"Qc,8c","2h,Tc,Js"
"9d,Qs","5c,Td,Ts,2d,6s"
"Ad,2d","5c,Kh,9h,As,Qc"
"Ac,Qc","Jd,3h,7d,Kc,7s"
"Qh,8c","6d,8s,3s,7h,2h"
"5c,Ah","8d,Qh,9c"
"8d,7c","2c,As,Th"
"9d,Ah","6d,Kh,5h"
"6c,5c","2s,5h,4c,9c,Jc"
"Td,Jh","Kh,7c,4h,Th"
"Kd,Ks","7h,8d,7s,6d,4d"
"5c,9c","3h,3d,9h,Qc"
"5d,4d","5s,3d,7h,6c,9s"
"7h,2s","5d,3c,7c"
"Js,8s","Th,Kc,3h,2s"
"Tc,9s","3h,2c,9h,Kc"
"Jc,9d","Jh,9s,5d"
"2d,Ad","3c,7s,5h"
"4h,3c","6h,5d,Jh,Qc"
"Jd,Kd","2s,2d,2h,Th,7c"
"Td,4h","Kc,6d,9s,Ah"
"Jd,Qc","Ts,Tc,Qd"
"Ts,3c","Td,7c,3h,9h,4s"
"3d,Kc","9d,8c,2c"
"As,2s","6c,7d,3s,3c,5d"
"Kd,5d","5h,3h,Ac"
"4d,9c","3d,9h,Js,Ac,4c"
"8c,9s","7s,4d,Kd"
"7h,4c","8h,Ts,4d,2c,Kd"
"8s,7s","5h,2h,2s"
"Td,3c","Qh,4c,9c"
"4h,Qd","9h,6s,6d,8s,5c"
"3d,Ad","Tc,Js,Ac,2c,3h"
"Th,6h","8s,Qc,Ts,4d"
"9d,7h","8s,2s,5h"
"Js,4h","7s,Kh,7d,3h"
"Jh,9s","4c,Td,Kd"
"9h,4h","7h,6h,Kd,9s,Ad"
"2s,Jc","6h,8h,Jh,4h,5h"
"7c,As","Kc,Qd,2d"
"Qs,4s","2s,9d,2d"
"2s,Jc","5d,4s,2c,3d,5c"
"9c,Jd","Ad,2d,Qh"
"4d,4s","Ks,7s,2c"
"Kh,3h","Ts,9d,7s,Js,Td"
"Tc,Ac","Kc,6h,Ks,As"
"4h,Jc","Ah,Jd,5c,Qd,Kh"
"9s,4s","Qd,6c,Th,3c"
"Ad,5d","2h,Jc,3s,Ac"
"As,Qs","2h,Qd,3s"
"Ks,Kd","4d,Th,Jd"
"Kd,Tc","Js,7h,3h,Jh"
"8d,Th","5h,3h,5d,2c"
"5s,Ac","2h,9h,8d,Kh"
"8d,3s","Ac,4d,9h,7s"
"9d,6s","Qc,9c,4s,Qd"
"2s,7s","6s,Tc,Qs,4c,5h"
"Kh,Ah","Jc,5s,Kd"
"7d,4h","3h,3d,9s,Qc"
"2d,6s","6d,Tc,Qc,Jd,5s"
"2c,8s","8d,Jh,4h"
"3h,5s","Js,6c,5d,3s"
"Qc,9d","Js,3d,Ah,2s"
"3h,Ts","6c,2c,Ks,6h"
"Qh,8c","As,Td,6s,9h"
"4d,Kd","8s,5h,9h"
"3h,7s","Ad,5c,7d,Ks,7c"
"7c,Ad","5s,8d,Jh"
"Qd,4s","4h,2s,Th"
"5s,3c","Ah,7s,Td,3d"
"6d,3h","6h,Ts,2h,5d"
"2s,5d","Ah,6h,2c,8c"
"9d,4d","Kc,Ac,5c,6d"
"4h,Jd","2d,3h,7s"
"Js,Kh","4d,Tc,4s"
"6h,8d","Js,3h,Qd"
"Ad,3s","Qd,Jd,2s"
"Td,6d","8d,9h,8s,Qh,6h"
"4s,7c","Qs,Tc,Ad,3d"
"2s,Qc","4s,Jd,3c,Ts,8d"
"2s,2c","Js,7s,5h,9d"
"6d,Js","Ac,2d,4c,5c"
"Th,Ac","3d,9d,Qh,5h"
"2h,8d","7s,6s,8h,Qs,3s"
"3c,4s","Jd,8s,4h,3d"
"Ts,3h","6d,8d,Qc,Ks"
"Ts,Qc","Td,5s,8c,Jc"
"3s,Js","Kd,Kh,6d,Jd"
"8c,2c","6d,4h,Ac,Jd,Qh"
"9h,8s","8d,3c,5d,5c"
"Th,9d","Js,Ac,Ts,5h,Jd"
"4d,Qd","5c,9c,Jd"
"Kc,3c","8s,6d,7d"
"Td,Tc","3s,7d,5d"
"7c,Qd","3d,Tc,Ah,Ac,Kc"
"Kd,9s","Kc,8h,Qc"
"Tc,Kc","Qs,9h,5h,Kd"
"3d,3s","9h,Jh,8h,7d"
"3c,4s","6s,6c,As,Js,6d"
"Qd,4h","9s,8c,6h"
"6s,Js","2s,Jh,7s"
"9h,8c","Th,Jc,3s"
"5h,Kc","Tc,Jd,9c,7d"
"8h,Kh","Th,3c,Qd,2c,4h"
"Td,7c","Jh,As,Ks,4s,8c"
"8h,4s","Qh,4c,6c,9c"
"Ah,2d","4c,9s,8h,6c"
"9h,7c","4s,8c,2s"
"Qs,3d","Th,Ts,8d,9s"
"Jh,4c","3c,Ad,9h,9s,Kc"
"9s,Kd","6c,Jc,Qh"
"Kd,Qc","Kh,9s,Js,6h"
"9s,8d","8s,Kh,Td"
"3d,Js","3c,9c,Jd"
"6h,Ah","Js,Ks,3d"
"8s,5s","Jc,6d,Ts"
"5c,Th","4s,Ad,7d,7h"
"Qd,5s","8d,7s,7c,4s"
"7c,Ad","8d,9h,Qd,5h"
"7c,3s","Qc,6h,Kc,Qd,Js"
"2h,2s","Js,Qc,8d"
"Ts,7c","6c,2d,6d,4s,3h"
"2h,9d","Kc,9s,Js,Jh"
"Kd,Ad","8h,5c,Kc"
"Js,2s","7h,9d,Ad,Tc"
"3h,Jc","7c,5s,4h,Ah"
"9s,Jd","Ac,8d,5c,3h,Ts"
"9s,8d","Qc,2d,7h,3c"
"Tc,4h","Th,9h,5s,2h,3s"
"5s,6h","9h,Js,2h,4h,6s"
"Qh,Qd","8s,2c,7h,5s"
"8d,9d","Qs,5d,9c,Qd"
"Td,4s","Jh,Qc,9s,2d"
"2s,4h","Jh,3d,9c"
"Ts,Ad","Qh,2h,7c,9h"
"3d,5h","2s,Td,Ad,8d,Js"
"3s,7d","7h,Js,As"
"4d,9c","Qc,2h,4h,3h"
"4s,8s","9d,2s,8c,As"
"Qc,7h","5h,Tc,4s,Ac"
"2d,Js","6s,Ks,Ac,8d,Kh"
"9d,Qh","2s,3d,Ac"
"8d,9d","6s,Kc,7d"
"Ad,6d","As,4d,2d,7s,Td"
"Jc,4h","6d,7s,6c"
"Qh,Qd","6c,Jc,9d,5h,Kh"
"Td,9s","Ks,4h,9d,Tc"
"Jh,4c","2d,Ah,Td,7s,3d"
"6c,6d","4h,Qs,Kc,Ks,8c"
"Ad,3c","Kd,Jh,6c,9s,3s"
"9d,7s","8c,2h,5s,2d,6s"
"2c,3h","7c,6h,3c,Td"
"2s,6c","Tc,3s,Jd,8h"
"Tc,Qs","2h,8c,7c,Qc,6c"
"Ad,Qs","5s,8s,7d,Ac"
"8c,8h","Tc,Kd,Qc,2d,7d"
"4d,7h","3c,8s,7s,3s,Jc"
"7d,7c","3s,Ad,2s,Ac,Kd"
"5h,6d","7h,8c,5s,Ad"
"6c,Kc","6d,Jd,Kh"
"5s,Ks","7d,Ad,Ts"
"4s,8d","4h,2c,Jh"
"3d,4h","6c,Ad,Tc,Ac"
"As,6d","6h,5c,2c,9c,Ad"
"Jd,Tc","5c,9d,4h,Kd"
"Ts,5h","Td,3h,6s,2h"
"Qc,Qd","Ac,8s,3h"
"7h,Ad","3d,2h,Js,8d"
"5s,Ks","4d,7d,7h"
"9s,7s","Ks,4h,5d,4s"
"As,9s","Th,Kd,5c,Ts"
"5c,4d","Kd,8s,9s,3h"
"Js,Qc","7d,Qh,Qd,3h,2d"
"5s,Ad","9s,3h,9h,2d"
"2d,8h","Ts,2h,6d"
"Jh,6c","8d,4c,Kc,8s"
"5d,As","9s,Ts,8c,Th,4h"
"Td,3s","5s,9c,Js"
"Kc,Ac","4c,5h,Qc,6d"
"Jd,6h","3h,4h,Ad,Ks,9c"
"9h,Kd","3s,Qh,8d"
"6h,2c","3h,Js,Qh,8d"
"6c,4s","Js,Td,7s,4h,6d"
"Jh,7h","Ah,3d,2s,5h"
"9d,5d","5h,6s,Jd"
"Kd,2s","Ac,6d,4s"
"Js,5h","8s,Ks,Th,As"
"6c,5s","7c,Jh,Qc,Ah,3d"
"Qs,8c","Ah,Tc,5s,Ks,7s"
"5h,8s","Ks,7d,Jc,Jd"
"Qc,Kh","5h,Jc,6s"
"Ts,4h","4s,3s,Ah"
"2d,6c","4h,2c,8h,3h,Ks"
"9h,Ad","7h,2d,Jc"
"4c,Jc","Qd,3c,6h,8d"
"3d,9c","2h,8h,7h,4d,7d"
"7s,3d","5c,Td,7c"
"Ah,4h","Qh,Js,9d,Ad"
"3s,Ac","3d,7d,Tc,5c,6h"
"Ah,Jc","5d,Qd,Th,Qh"
"8h,Qh","8s,7c,Ac,Ks,3s"
"5c,6d","Td,Ks,9c,Jc"
"6s,7c","7s,9s,Jc,Jh,As"
"4s,4d","7c,2d,7h,Jh,3c"
"5h,Qh","7s,Jd,3c"
"2c,Ac","3s,Js,6c"
"Td,4d","7s,8d,6h,2h"
"Kh,3d","Jc,4h,Jd,4s"
"6c,8h","7c,4c,4h,5c,5s"
"8d,7c","Qd,As,Kc,2s,Th"
"2c,6d","9d,Qs,Tc,7d,Kh"
"2s,As","6s,4h,9d,4c,Js"
"3s,Ks","Jd,6d,3d"
"Jc,6s","Ah,8c,9d,Qd"
"7c,2h","5h,8d,8s,8h,2s"
"Qd,6c","3h,7c,8d,Ac"
"5d,8c","7s,9s,6c,7c"
"6h,8c","9s,7s,Ad,4c,Tc"
"7c,Kd","5h,3c,9d"
"Jd,Ac","4d,6s,Qh,As,5c"
"7c,3h","7d,9s,9h,8d"
"Ad,7s","Jd,Qs,6d,2d"
"6d,4d","Jc,4h,Kh,7c"
"Th,Qh","8d,2d,4h"
"9h,Js","Qh,2d,6s,9s"
"6h,7d","7h,8d,4h"
"6s,5d","Qd,Td,7c,4h,Kh"
"5d,5s","Ah,8d,Ac,6h,2h"
"6s,7h","3c,4c,Qs"
"Qs,Ts","4s,9c,2h,5d"
"Ac,3s","Jh,4d,7h"
"Kh,3h","2c,5s,9h"
"7s,Qd","5d,7d,9s"
"2d,5s","Kd,4s,9s"
"8h,Tc","Jh,5h,Kc,Qc,3c"
"Kc,6h","5c,Js,Qc,2h"
"8h,4s","Tc,Ks,Qs"
"3d,8s","As,Kd,8d"
"4h,5h","8h,Qc,Js,4s"
"4c,3s","Ts,Td,7s,7h,2d"
"Jh,Jc","3d,3h,7c"
"Js,8d","4s,7d,9c,Kc,Tc"
"Qc,4d","Jh,4s,3h"
"Qs,7h","8h,8d,4h"
"Qs,2c","Ad,Kh,6d"
"Kh,5c","8d,Qs,Ah"
"6c,2d","Ts,3d,9c"
"Jd,Kh","Tc,8s,Qs,Ah,5h"
"6h,Kd","6c,As,Td"
"Ts,Jc","Qd,6s,2d"
"3h,Kc","As,3d,Ts,Jc,9c"
"2h,As","3h,3d,Ah,Kd,Js"
"Ah,9h","Jh,Ac,5h"
"4h,Tc","Kh,Ac,4c"
"2h,8h","5d,Kc,8s"
"4d,8s","Tc,3s,Qc,2d"
"Qh,Qs","Qd,6h,Ad,Js"
"2d,5c","2h,7s,9d,8d,Tc"
"5c,8h","4s,9h,2c,5h"
"Kh,Td","7s,8c,8d,4d,Th"
"Qc,Tc","Jh,7d,4s,9h"
"9d,9h","5s,4s,6s,Qc,Jd"
"4h,7h","Jh,2s,6h"
"8c,3s","3c,2d,8h,Td,Ad"
"Ts,5s","5d,7h,As"
"7h,5c","Qh,6h,Qd,Ad,6c"
"Jh,3s","3d,2d,Td"
"5s,8d","2h,Qc,4s"
"4s,8s","Ks,9d,9c,5d,3s"
"7d,Qh","6c,7h,6h"
"Jc,5s","2s,Js,Ts,3s,3c"
"Ac,5c","2h,9h,Js,Qh,Ad"
"Qs,Jh","8s,9s,2s,9c"
"Jh,7c","Jd,6d,Qc,9d"
"8c,Ac","5d,Qs,Th"
"Jd,5s","3c,5c,7c,Kc"
"3d,2c","2s,Jh,4d,Th"
"3d,2s","Ks,9h,Kd"
"Jd,Qh","5h,Js,7s,Kc"
"Ac,Kd","2s,3d,Jd,Ts,9c"
"Ad,Qc","5d,9d,5h"
"3h,2c","2d,Jh,5h"
"Tc,Qc","7d,7s,3s"
"2h,8h","Ah,Js,Qc"
"Ks,Jh","Jc,8d,6h"
"4c,Ad","Kc,5s,Jd,Td,Qs"
"9h,2d","5d,Ad,7h"
"Ac,Js","5s,7d,6c,Qd"
"Jc,8c","9c,Ad,Kc,9s,Tc"
"Qd,8d","7s,Jh,Kd,Qs,6c"
"9c,Kd","Jd,3h,Kh,4c,Kc"
"Td,Js","Ts,6s,2s,5h,4c"
"4h,8h","6d,3s,Ts,9s,Qd"
"Qc,Ad","2c,Th,Jh"
"7h,8c","9s,5s,5d,4h"
"2s,7d","Qs,Jd,5d,9s"
"Jc,6d","Tc,3d,4d,As"
"6c,7h","6h,Th,5c"
"Ts,Ah","8s,Qh,3d,4h"
"Ks,8s","6s,9d,Kh"
"8d,7s","9c,Ts,Jd"
"Ks,5s","7d,As,6h"
"6c,Ts","5h,Ks,4c"
"Jd,8s","6h,Ad,Ah,2d,4h"
"Kc,6d","5s,Jh,Tc,6c,Ac"
"8d,2s","4c,3d,5d,Qs"
"8h,4s","3s,8c,Qs,9d"
"Qc,Jh","Tc,5d,5s"
"Ah,Ts","Qh,8d,5d,7s"
"2c,5d","Ts,Kh,8s,As"
"3h,Qh","8c,6d,Kc,5c,6s"
"Th,Qd","Js,8h,Ts,2d"
"9d,4d","5s,7c,Ah,2c,As"
"6d,6s","5d,7c,8s,4s,Ad"
"9c,7d","8h,9d,Tc,5c"
"9d,2c","2d,6c,5d,4s"
"Ks,6c","2s,6d,9s,4s,5d"
"Qh,3h","2h,8c,2s,Ah"
"Qc,Ts","3c,9c,8c"
"3s,4d","7h,5d,4s,8s,Ah"
"6d,8d","9s,8c,9d,7d"
"9s,5s","9h,Qs,3c,6s"
"4h,6h","Qd,6s,7c,Kc,3d"
"7d,2s","Ts,6c,3s,2d"
"Qd,4s","2c,5c,9s,Ks"
"Jh,6c","As,4d,9h,Ts,2h"
"5c,7c","3d,4s,4c,8h"
"Js,Qc","5c,9h,5h,As,Jc"
"3s,4c","9c,5d,2d,3h,Ah"
"As,9s","Ks,Qc,4s"
"Kc,Qh","9h,3s,7s,6d,7d"
"4d,Qh","8s,Ad,Ac,As"
"3s,6h","Js,Kc,4c,7d"
"5h,6s","2h,Ad,Kh,7c,9c"
"Ah,3h","2h,6c,Tc"
"Ks,4h","8h,5s,Tc,4d,7d"
"6d,8h","4c,9d,8s,Jh,4h"
"Qh,5c","4d,Ah,9s,Js,Ts"
"Ac,Th","9d,Kc,8s,6c"
"Th,Kc","8s,2h,Qh"
"As,4c","Qs,6h,Jh,Ad"
"4s,3d","4h,5s,Ad,7s"
"Ah,2d","Ac,4s,4h"
"As,Jc","Qd,8c,7c,Qs"
"6h,7s","8c,4d,Qc,7c"
"9s,6d","7c,Qs,5s,5c,Td"
"Qd,9c","8d,6h,Jh,Ts,2c"
"6h,5c","Td,7s,Jc,9c"
"Jd,Kd","Js,6d,5h,Qs"
"Kc,5s","7h,Th,7s,Qs"
"Qs,3s","2s,8h,4h"
"8s,2h","9d,9c,5s,2d"
"4c,As","7d,Tc,Td,8h"
"4c,Jd","2h,Ah,4s,Js,2d"
"Kd,Jd","8h,9h,6c,Qh"
"4c,7c","2h,Qc,Jc,7d,Ts"
"2s,Ac","Ks,6c,3c,4s"
"Ac,4d","6h,Jh,6d,9c,Qc"
"2d,9h","Jd,Ad,Qh,9d"
"Ah,2d","Qh,Jh,5h"
"2s,Th","5d,Td,6d,Qs,7h"
"6c,6s","6h,6d,Ac,3d,Ah"
"Kh,5c","Qh,8s,6c,7h,3h"
"5s,3c","9c,Ad,2h"
"2d,Jh","Kh,4c,5c"
"Ks,Kh","Jc,Ad,3s,7s,2d"
"8h,5h","2h,5d,Kh,9d,Jc"
"Kh,Jc","Ac,6s,7s,Qd,7d"
"5c,4c","2h,7d,6s,5h,4d"
"4h,6h","Ts,Jc,Qs,As,7s"
"Jh,5s","Jd,5d,Ah"
"6d,Tc","7s,Kd,8h,4h,Ks"
"4d,8h","Kh,Kc,7h,4h,9c"
"4s,8h","8d,3c,Kh,5s,Qc"
"Kd,3d","5c,Kh,Ac,9h"
"Qd,6c","Tc,3h,4h"
"9c,9d","Jh,6h,Kd,9s"
"Qh,4c","Jh,5h,2c"
"Js,As","Qh,8h,Qc,5c,6d"
"3h,Ac","7d,Td,5d"
"7d,2c","8s,As,Ts,6s"
"Jh,5d","3s,Ks,2d,Kc,6h"
"7c,9h","8c,3d,8d"
"2d,2s","Jd,7d,9h,Td"
"Qd,6d","2c,9c,Th"
"8d,4d","7h,6h,3c,2d,As"
"Qs,7c","6d,6c,2h,5s"
"4c,5c","Th,4h,5h"
"5c,3h","Th,Qd,Tc,9s"
"5s,2h","Qs,9c,Kc,Qd"
"Ah,7c","5d,Ac,6h,3c,Td"
"Ac,6h","Qc,Kd,3d,8s"
"5s,5c","8h,Kh,2c"
"5h,6h","Kh,Kc,Th,8h"
"Js,6s","7d,Tc,Td,4c,6c"
"8d,8c","6d,2s,9c,Tc,Ks"
"Ts,6d","2d,Qh,9s,4d,4h"
"7c,5d","8h,4c,Js"
"3h,7d","8d,4h,3c,Ts"
"8s,2c","Kd,8d,Kh,Kc"
"3s,6c","Js,Jh,As,Jc"
"2h,6h","2d,8c,7h,4d"
"Js,Ks","8h,5s,2s,3c"
"Qh,Jh","Jd,4h,8h,Ac"
"Qc,7s","Ts,2d,Ks,4s"
"Ac,Jc","3d,5c,4h,Qc,Kc"
"5h,3c","6c,5d,Ac,Td,8c"
"7h,8s","5d,3c,Kd,Kh"
"9d,Ts","5s,6h,5c"
"9s,Js","6h,Kh,2h,Ad"
"4d,4s","Qd,9c,9d"
"Jc,2s","Jh,Ac,2c"
"5d,6c","As,Kc,5s,Kh,9d"
"8c,2h","2d,Ks,Qc,Kc"
"7d,7h","5c,3d,Kh,Qd,5s"
"3d,5d","8c,9d,Kc,4c,Kd"
"Ac,7s","Jd,3d,5c,8h"
"5h,Kd","Jh,Kh,8s"
"9c,5c","7s,Kh,7h,Tc,3c"
"Qh,Jc","9d,4h,4s,4c,6d"
"9d,Ad","5c,Qc,Jh,2c"
"Jd,Qc","9h,2c,6d"
"4s,Ks","7h,6h,5c,Qd,3h"
"Ts,6s","3d,7h,9c,Qc,6c"
"3d,2s","Ts,3h,Jc,Kc,9s"
"Kc,6s","4h,As,4s,4d,2c"
"Jd,4c","7h,3h,2c"
"Kc,Qh","9c,Td,8c,3d,2d"
"Ah,8d","9h,6c,4d,Kd,7c"
"Kd,Ah","Qh,Jh,2c,2s,9d"
"2s,9s","3s,Js,6s,9h,3h"
"6s,2d","Kc,Qc,2s,4h"
"4s,2d","2c,8c,7c,Ad"
"9h,Ts","Qd,5d,4s,2s,Jd"
"5c,6h","Qd,Ts,4s"
"9d,9h","2s,Kd,4d,7s"
"3h,Qs","6h,9d,7s"
"Qh,7s","6c,8h,7c,3h,Ks"
"2d,7s","6h,Ac,3d,6c,Td"
"2s,9h","Ts,Ks,2d"
"8s,Kh","3s,7d,6s"
"7s,6c","4c,8d,Tc,Qs,Ks"
"9h,9c","4d,3s,9d,4h"
"Ts,5d","Ks,2c,9h,Th"
"3d,Kh","4h,4d,Tc,8h,3h"
"Th,9d","Qd,4d,Jd,6c,Ts"
"7d,9h","4h,Th,8d,3s"
"Tc,Kh","9c,Qh,6c"
"6c,Ts","Qd,7c,Jc,Qs,Ad"
"2c,8d","Js,5c,9h"
"Js,2s","7d,5h,6d"
"4d,Ks","6s,Ad,4s"
"5s,2s","Jc,Qd,Tc"
"8c,7s","2s,3d,4s"
"Kh,Jh","2d,6s,Qs"
"5h,9d","Ac,Kh,9c"
"Ad,9h","9c,3s,Js,Kh,7d"
"2h,Qh","Js,6s,8s,Jh,5h"
"Ts,9d","Ad,4d,7h,3d"
"4d,9c","9h,6h,Qd,4h"
"4h,4s","Ad,4c,7d"
"2c,2h","2d,6c,6s,9d,Qh"
"2c,2h","Ad,Kd,Js,Td"
"2s,4c","Qc,5s,Td,8h,8s"
"2d,Kd","4d,4s,3s,9h,6s"
"Jc,8s","Ac,3s,9s,7s,3d"
"4d,9s","5s,2c,Qd,Qh,Ks"
"Jc,Td","7s,8s,Ah,9d"
"Qs,Jh","4h,3h,As,Qh"
"2d,7d","Tc,Ad,Ah,5d,9d"
"2h,4s","2s,3h,9h,4c,Jc"
"4h,Qd","Td,As,4d,7d,Qc"
"5d,2d","6c,Qh,3s"
"Qs,7d","3s,5s,Qh,3c"
"4d,3c","Jd,Qh,8s,Th,8c"
"Js,7s","Ac,As,Kh"
"Kc,7s","8c,8d,2s,Qh"
"Ad,Qc","9h,9c,Qh,Tc"
"9s,Jc","6s,7s,2s,Js,4c"
"Ah,3h","4c,Th,3c"
"9h,5s","3d,Jc,6s,Qh"
"7c,Qd","3h,7s,Ad,Jh"
"Td,Kd","Kc,9s,9c,5c"
"9s,9c","6c,Th,3d"
"Qh,4h","9h,7h,As"
"6d,7c","4c,Ks,Jh"
"Ac,6h","8d,Qh,Tc"
"5d,8s","4d,Th,Qd"
"3s,9d","8d,9s,Td,8s"
"5h,5s","Qh,2s,5d,8d"
"2c,5h","Ac,8c,Qh,Jd"
"Ac,3d","3h,5s,8d"
"4h,9h","Ad,As,7d,4d,Qd"
"Th,5c","5h,2c,3c"
"5d,7s","6s,Ad,Kd,Qd"
"8d,8s","7h,9h,3c,8c"
"3h,4d","Qs,Ac,2h"
"7c,5c","Th,9s,Qs"
"Js,8d","4d,Qs,Kc"
"Qd,2s","9c,Th,2d,Kc,Qs"
"3h,6c","Ah,5c,8d"
"2d,5c","9s,Qd,Ts,7d,2s"
"6d,Kc","2h,7c,Qd"
"7d,9c","2d,Jc,Qh,Tc"
"5d,5h","Kd,Tc,9s,5c"
"7c,Ah","5d,8d,Tc,Ts,As"
"6c,2c","Ad,3h,9h,7c"
"7s,Th","Ts,9s,Jh,Kc"
"Qs,6c","Jh,Th,7s,5h"
"3h,8c","7s,4d,Qs,7c,Ts"
"6c,Ad","4c,As,4d,2c,Js"
"9s,5s","Kc,4d,8d,Js,3h"
"3c,7d","6c,Jc,2h,8s"
"Jh,2d","9s,6c,Kc,6d"
"Qd,5c","4h,6c,8d,7s"
"9s,2h","6h,7h,9c"
"Qs,Tc","8d,Js,7h,3s,5d"
"9s,8s","Ks,3s,Qc,Js"
"3h,Td","2d,5h,Qc,Qs,6s"
"6d,5d","2c,Kh,4c,5c,9d"
"9s,7h","5c,Ks,3h,Ac,7c"
"Jh,9s","Jc,7d,8h,Js"
"Jd,Jh","9d,6h,8s"
"3d,3s","Qd,7s,Ac,4c"
"Qs,8s","7c,8h,4d,4h"
"Tc,As","Qd,Js,Kc,8c"
"Th,Kd","7d,8d,6s,Qs"
"As,Ks","Qd,Kc,3s,9s"
"5c,Qh","9s,6c,Th,7h,Ad"
"7h,8d","7d,3h,8c"
"Qh,9s","4h,2c,9c,Kd"
"4d,7h","2c,Js,6s"
"5s,5d","3h,4s,7h"
"9c,Ac","Jd,Qd,8s,8d"
"Td,2h","Ks,2c,Js,6h,Kc"
"Ks,6d","Kh,6s,2h,7h"
"Ac,9s","As,Th,9d"
"9s,Qc","2d,As,9h,Kh"
"8h,5c","6h,3h,7s,Kc,Ac"
"2d,Jd","7c,7d,8h"
"8c,2d","Kd,5h,Kh,2c"
"7h,4c","Td,Qc,3c,4s"
"9s,9c","Ad,Qh,5h,Jc,3d"
"6s,5h","9h,Tc,3s,Ad"
"8d,5s","5c,Ts,9h,Qs"
"Tc,6d","Td,4h,4d,7h,5h"
"Jd,4c","Th,Ad,Tc"
"5s,2c","7c,Jc,9h"
"3d,Qd","5h,8s,7d"
"2s,Kh","Kd,Jd,3d,Ad"
"Jc,2c","Qc,8s,5d,9c,7c"
"Qs,7h","Tc,6s,4c,2h"
"Ts,5c","5d,Ks,2c"
"9d,5s","3h,4d,Jc,3d,Ks"
"7s,Tc","9s,Js,9c,5h"
"Jd,7c","2s,Jc,4s"
"2s,Ac","Qc,Td,Ks"
"5s,Js","Qs,8d,2c,3h,Td"
"As,Th","2h,9h,Kc,4s,Jd"
"Ad,Kd","6d,9c,3c,8s,Th"
"5d,7c","Qc,Tc,Jc"
"7s,3s","5c,8d,3d"
"Jc,Ac","4h,6s,7c,Kd,2c"
"5s,3d","Qd,6s,Ks,9h,4c"
"4d,5s","Jh,2d,8d"
"Ts,Qs","7h,9s,6d"
"Ks,7c","7d,5d,Ac,2h,9d"
"8c,Qc","Qh,5d,Ks,6c,8d"
"Qs,Kd","6d,2c,Qh,5s"
"7d,3d","Kh,Tc,Jc,9d"
"8s,Td","9d,2h,3d,Ah"
"4h,6c","9h,8s,Jh,9s,6h"
"7c,6d","6c,2c,Ts,Tc"
"4h,Qc","Jh,2s,2d,2h,5s"
"Ad,9d","7d,Kd,Qs,8h"
"2d,As","Kd,6d,Qc,4d,3d"
"Js,Ks","3s,3c,5s,Tc"
"Qh,Th","Jh,5h,9c"
"5s,Ah","5d,9s,8h"
"7s,5s","Qd,2s,Ac"
"6c,8d","6d,3d,7h,Jh,6s"
"4d,7s","As,8d,9s,Qd"
"Jd,Jc","4d,7c,As,Ah"
"8d,Qh","8s,Ts,Ah,Jd"
"4d,2d","Qs,8d,5s"
"6h,Jd","3s,4h,8h,Ah,Kh"
"3d,Ah","Td,7d,Jc,4h"
"4s,3d","Ah,Kd,6c"
"4c,4d","8h,Ac,3h,6d"
"7s,9s","9d,2h,Jc,3s,2s"
"7h,Tc","5c,Ts,5s,Ks,8h"
"7c,8d","Ad,9d,6h"
"Ac,3c","6h,9s,Ts,3d,4s"
"5c,Ac","8d,9d,4d,2h"
"3d,8c","Th,3s,4c"
"As,9h","Ts,Kh,8d"
"2c,8d","Jh,Jc,4c,Th,6s"
"As,Qs","7c,2s,6c,Ah,Tc"
"3d,Kh","9d,Kc,Jd,4s"
"2d,4d","Kh,3d,Js,Qs,Th"
"4d,Ah","6h,Kd,4c,9h"
"2d,3d","Js,4c,2h"
"7h,Ad","As,2s,Ks,8s"
"Ad,Ah","Th,As,6c,4s"
"5h,6c","9s,Jc,7h,9c"
"Tc,8c","3s,7h,3h,7d"
"7s,Td","Ac,4s,7c,As,5d"
"Qc,Jc","Ts,6h,7c"
"Ad,Qs","3s,4d,4c,2c,2d"
"4d,6d","Jd,7h,Ac,2s"
"4c,9c","7h,6h,9s,Jh"
"Qs,8d","5c,Ah,Kc,9h"
"Th,Jd","3s,Ac,6h"
"Qd,4d","Tc,8h,3h,4h"
"Qh,As","6c,Ad,9c,3s"
"8d,6d","Ts,3d,4s,4h,4c"
"3h,7c","Js,9h,8c,4s"
"Td,5d","7s,8h,Ah,3h,9c"
"Ac,Ad","Qh,4c,6c,9h"
"9d,5h","6d,2c,Kh,2s,7c"
"Jc,Ts","4s,8s,4c,4d"
"6h,7c","3h,5d,Jd,4s,3d"
"Qc,5c","5s,2d,As"
"Ac,8h","Kh,5c,Td"
"7d,5d","Jc,2s,4s"
"7s,4d","Th,8s,7c"
"Jd,As","6s,Jc,Kh,Qd"
"7h,4h","7c,6h,Ac,2s,Ts"
"6d,Jd","2c,7c,Tc"
"Tc,9c","As,3c,9s,6c"
"Js,Qs","6h,5s,4h,9d"
"4c,Ah","Jh,2c,7c,5h,5d"
"4s,8d","8c,Ah,7c"
"2s,2d","Ah,7c,Jh,8c"
"Ad,9d","6d,Td,3s"
"Jh,Jd","2s,7s,3c,As,9h"
"9d,6h","Th,4h,Kh,Td,8h"
"4s,Qh","Ac,Ts,2c"
"9s,Kh","3h,4c,Kc,Qc,Jd"
